sex;source;likes;text;label
М;Среднестатистическая мерзость;9;[id510849222|Паша], Я поверю тому, у кого есть доказательства Если женщина не может никак подтвердить своё обвинение, оно не стоит и выеденного яйца, поскольку, ну...нет доказательств?;4
М;Среднестатистическая мерзость;0;"Главное чтобы в суде приговор не выносился по принципу ""верю-не верю"". А верят ли в комментах в твиттере очередной беспруфной угнет?нке это дело десятое, я считаю.";4
М;Среднестатистическая мерзость;0;[id5909871|Дмитрий], сказанное мной не относилось к работе суда, очевидно, что чтобы что-то подтердить им необходимо провести расследование и получить доказательства;5
М;Среднестатистическая мерзость;5;[id510849222|Паша], есть правда на западе такая штука как культура отмены. И вот там уже всё в лучших традициях суда Линча;4
М;Среднестатистическая мерзость;2;[id510849222|Паша], не наблюдаю никакой дискуссии, ты просто пишешь чушь а я тебе на это намекаю;1
М;Среднестатистическая мерзость;5;"[id510849222|Паша], Да нет, просто насколько я помню, в интернете вроде пару раз мелькало что-то про попытку отмены, но, видимо, желающих было слишком мало, чтобы это во что-то вылилось. А так да, дураки всегда найдут способ громко заявить о себе, будь то тупорылая акция зелёных или попытка отмены в знак поддержки ""бедной и несчастной""";4
М;Среднестатистическая мерзость;5;[id510849222|Паша], мне не сложно раз в 5 минут телефон в руку брать. Особо свободного времени для этого не надо. Тем более посмеялся над манямешником убогим;1
М;Среднестатистическая мерзость;0;[id510849222|Паша], ну из громкого можно вспомнить к примеру Деппа. С ним разорвали контракты компании и вылили кучу говна в интернете и СМИ несмотря на то, что суд он в итоге выйграл, не?;5
М;Среднестатистическая мерзость;0;[id245642733|Александр], В этом нет ничего странного. Люди чаще готовы идти на поводу у эмоций, ведь мы существа социальные и эмпатичные...даже слишком. Так что нет ничего удивительного в том, что многим гораздо привычнее руководствоваться эмоциями.  П.С. За аниме обидно Хд;5
М;Среднестатистическая мерзость;0;[id767408613|Mr], пользователей в интернете миллионы, каждый день кого-то пытаются отменить - не важно, извстный ли человек или нет и зачастую неуспешно, имеет ли такие случаи значения? особенно учитывая то, что весь интернет сплотился против Джоли;5
М;Среднестатистическая мерзость;3;"[id510849222|Паша], Ну, ваше первое сообщение это буквально вопрос: ""вы лучше поверите потенциальному лжецу или потенциальному насильнику?""  Учитывая, какой спор вы развели с тем чуваком, вполне логично думать, что вам более импонирует доверится потенциальному лжецу, ведь именно он находится в позиции жертвы. Я же хотел сказать о том, что нельзя доверять ни тому, ни другому. Если у жертвы нечего сказать, кроме ""Я жертва! Жалей меня!"", то нахрен её. Никаких пожалей, поверь и т.д.  Если же есть чёткие доказательства (а не как это бывает обычно, что рассказываемая хронология меняется в деталях от рассказа к рассказу), то вне зависимости от прошлых заслуг преступника, он должен получить наказание.";5
М;Среднестатистическая мерзость;1;"А я позволю себе напомнить, что некоторое время назад женское сообщество на Западе решило бороться с буллингом женщин в играх. Называлось это движение ""Bully Hunter"", проводилась масштабная рекламная кампания, ну и конечно же куда без статистики в 3 миллиона женщин, подверженных харасменту на почве половой принадлежности. Об этом говорили из каждой бочки, из которой можно было услышать о ""Bully Hunter"".  Однако вот одна из девушек стала задавать неудобный вопрос: ""откуда, собственно, статистика?"". Естественно ответа она не получила.  Какая досада ждала тех, кто участвовал в проекте. Ведь женщина оказалось не простой, а пробивной. Очень пробивной. Настолько, что буквально своим исследованием этого вопроса и сбором статистических данных разорвала в пух и прах лицемерок - хантерш, которые после всех вложенных средств провели лишь один стрим, который длился очень малое количество времени. Ведь их основную риторику обоссали и обдристали по-факту и по всем фронтам.  Так вот, я хотел подвести к тому что ""про-толерантные"" и ""про-повесточные"" статьи с исследованиями ""британских учёных"" - это последнее место, где стоит искать объективность.  Я привёл в пример лишь один случай наглой подтасовки цифр в угоду определённой позиции. Могу рассказать ещё о парочке и думаю, что закономерность в их заинтересованности вызывать ажиотаж завышенными цифрами ты проследишь";4
М;Среднестатистическая мерзость;1;"[id510849222|Паша], Ну так мы и рассматривали ситуацию в начале, где ещё никто не предоставил никаких доказательств.  Если есть неопровержимые доказательства, то тут даже спорить смысла нет. Но когда доказательства максимум на уровне ""Он меня изнасиловал вот прям честно-честно!"", то какого хрена я должен ей верить? Потому что она ""призналась""?  И при этом ведь находятся индивиды, которые таких защищают. Вот например вы кому больше поверите: тому кто обвинил, не дав на то доказательств, или тому, кого обвинили?)";4
М;Среднестатистическая мерзость;3;[id531400321|Андрей], ты сам 2006 года, сам еще ребенок, кого упрекать в возрасте собрался? И как сказал Александр Зотов выше, статистика ложных обвинений составляет от 5.6 до 10.0 процентов, из 1000 людей невиновными будут от 56 до 100 человек, 56 загубленных жизней это разве мало?;4
М;Среднестатистическая мерзость;0;[id360093834|Константин], был бы ты поумнее, ты бы понял, что упрёк не в возрасте, а в наивности. Было бы ему хоть лет 80, я бы напечатал точно то же самое;1
М;Среднестатистическая мерзость;0;[id250711906|Ilyuha], был бы ты поумнее, ты бы понял, что я говорил, что говорил про наивность, а про ум я говорил уже того чела, который от обиды полез ко мне на страничку. удивляет, что даже в споре с несовршеннолетними, великовозрастные мужланы проявляют свою манипулятивность;1
М;Среднестатистическая мерзость;8;"[id531400321|Андрей], советую ознакомиться с достаточно громким случаем, где фигурировал инди-разработчик по имени Алекс Холоука. Девушка по имени Зоуи оклеветала его, сделала это неряшливо, с кучей огрехов в самой выдуманной истории. Чем известна Зоуи? Ну она написала книгу про то, как её, белую и пушистую буллили в интернете. Книга была номинирована на премию ""хьюго"", а события происходящие вокруг этого всего известны как ""геймергейт"". Так вот, авторитета и влияния этой дамы хватило, чтобы ей поверили на слово. От разработчика отвернулись все: от спонсоров и друзей до родных. В течении пары дней после сделанных Зоуи заявлений Холоука свёл счеты с жизнью.  Каждое из сделанных заявлений Зоуи Квин в сторону разработчика игр оказались ложью, ведь в старых (удалённых) твитах того времени, о которых она упоминает прослеживается, что ситуация совсем противоположная той, которую она описывала в публичном письме, в котором обвинила Алекса в абьюзе и ограничении свободы передвижения.  Как итог: мразь живёт, а парня нет. И нет, эта история не говорит, что насиловать хорошо, а идти в полицию после этого плохо. Это я к тому, что не редки случаи, когда на людей клевещут, дабы получить расположение, устранить конкурента (ведь Зоуи - геймдизайнер и спала с множеством критиков для получения хороших оценок проектов, в которых принимала участие). Но вот что действительно редкость - это ответственность за подобную клевету.  Дело Шурыгиной помним, полагаю? Невиновность парня доказана, а шлюха на свободе и ей никто из органов даже вопросов не задал, никто её по закону не подтягивал";5
М;Среднестатистическая мерзость;6;"[id531400321|Андрей], ""Это блять происходит очень редко""  Во-первых, спасибо конечно, но твой аргумент гроша ломаного не стоит. Вот ты сказал ""очень редко"", а я скажу ""Нет, я вот часто видел"", и что будет дальше?  И даже если взять твоё наивное условие, что это происходит редко, то что с того? Если эта проблема есть, то неважно, насколько редко она проявляется. Последнее, что с ней нужно делать — так это игнорировать. (Ведь именно этот посыл читается в твоей фразе ""это ж блять очень редко происходит"". Раз редко, то и пофиг на неё, верно?)  Во-вторых, ты слишком уж позитивно смотришь на людей. Про то, что никто сразу никого не гнобит так это вообще мем, ты б хоть полазил по интернету, понаблюдал за поведением большинства обитателей форумов и страниц в интернете. Люди не так рациональны, как тебе хочется верить, и часто любят идти на поводу у эмоций. Что, скажешь нет? Скажешь, что те идиоты, что поддерживали Эмбер и её обосранную кровать — не заложники своих эмоций и своей симпатии конкретно к этой актрисе в частности?  Ну и в-третьих: чувак, серьёзно?) Ты влетаешь с двух ног с оскорблений, говоришь что у меня проблемы с развитием, обсираешься своим великим мнением и...чего ты ждёшь? Что тебя воспримут всерьёз?  Твоё сообщение как раз и есть неплохой пример наивной ""хуеты"": тут и ""Да пиздец редко клевещут, зуб даю""  и ""Большинство точно разбирается в ситуации, прежде чем начать гнобить, говорю вам!"". Скажи это Холовке и Деппу или Брэду Питтк, на которых накинулись такие же как ты, сверхэмоциональные существа.  Что ж тебя так разорвало, родной, что ты с пеной у рта начал меня оскорблять, даже не попробовав предоставить хоть какие-то аргументы? Вон, человек сверху (моя отдельная благодарность, кстати, что скинули ин-фу про Алекса) вкинул яркий пример того, как люди загнобили человека, при этом даже не разобравшись в ситуации. Но конечно, плевать на него, ведь зато защитили бедную несчастную ""жертву"" от мерзкого потенциального насильника, правда? Ведь она точно не хотела срубить бабла на человеке, который, в отличие от неё, создал в этом мире что-то помимо углекислого газа и нечистот)";6
М;Среднестатистическая мерзость;5;[id88449313|Наталья], вы же в курсе, что эта охуенная статистика оговоров построена исключительно на доказанных оговорах? Она совершенно не подразумевает людей, которых оговорили и посадили с концами;4
М;Среднестатистическая мерзость;0;[id767408613|Mr], да я тоже эту гениальную статистику читал (статистика, кстати, точная настоящая наука, а не хуета из под коня, ага) и там просто взяли всех людей, которые смогли доказать невиновность. Ну и всё. Все остальные автоматов виновны);4
М;Среднестатистическая мерзость;4;"[id570133781|Фермер], Кстати да, спасибо что напомнили.  Мне как раз вспомнился тот случай из России (город, увы, уже не вспомню), когда мужчины обвинили в домогательстве к девочке, внимание, при наличии видеоряда, на котором не было ничего видно. Мужик сидел на диване и никак не трогал девку, но ведь гораздо лучше поверить ""несчастной"", что он показывал ей свой хрен)";4
М;Среднестатистическая мерзость;1;[id767408613|Mr], тут ещё, чую, сработали отголоски палочек. Кто то лоханулся и принял дело в работу, а дальше…ну не можем же мы не вынести обвинительный приговор, за это атата будет;4
М;Среднестатистическая мерзость;1;[id531400321|Андрей], Братишка, так что там по наивности? Не ты ли у нас являешься ярким примером наивного гиперэмоционального существа? Тебе вон и примеры привели, и даже стата ваша оказалась ничего не стоящей: так что там про развитие, родной? Я то может и дефектный, но с тобой явно что-то хуже);1
М;Среднестатистическая мерзость;1;[id543837093|Сергей], да я и сам против ЛГБТ, я просто на страницу к тебе зашёл, поржал знатно;1
М;Среднестатистическая мерзость;6;[id543837093|Сергей], нет, ты вата, потому что тебе везде, даже в жирных рофлах, мерещатся хохлы и западная повесточка. Ну и из-за твоей оверсмешной авы;1
М;Среднестатистическая мерзость;0;[id543837093|Сергей], но зато ты русачок ватный, который даже не осознает что его имеют во все щели);1
М;Среднестатистическая мерзость;0;[id543837093|Сергей], каким образом тебе в России мешают лгбт ценности? К тебе педики на улице пристают? Просто убери пометку Z у себя везде где только можно, тогда все отстанут от тебя;1,4
М;Среднестатистическая мерзость;15;[id255687541|Uti], доход проститутки от множества параметров зависит. Не думаю что среднего вида женщина будет грести деньги лопатой;5
Ж;Среднестатистическая мерзость;3;"[id583036000|Сергей], да даже если не лопатой. Всё равно будет получать больше, чем ""среднего вида женщина"", сидя на кассе или на какой-нибудь стандартной работе за 30-40 тыщ.";5
М;Среднестатистическая мерзость;6;[id657532506|Хильдегунда], по опыту общения с такими женщинами могу сказать, что основных причин две: легкие деньги, и внимание мужчин;5
Ж;Среднестатистическая мерзость;2;[id657532506|Хильдегунда], такое существует на самом деле, но вне цивилизованных стран. Хотя может и где-то в странах СНГ есть такие случаи, правда не думаю, что их много;5
М;Среднестатистическая мерзость;0;[id45408341|Артур], странный ты;1
М;Среднестатистическая мерзость;12;[id152100353|Денис], прикинь тебя свяжут и будут литрами вливать тебе в рот чай Ты будешь захлёбываться и блевать, но никто не остановится И теперь представь как ты сидишь дома, мирно попиваешь чаек из чашки;4
М;Среднестатистическая мерзость;0;[id733609523|Влад], мирно литрами если пить то можно так же ублеваться. Владик расскажи как тебя трахнули? Очень интересно. Вижу как ты очень возмущён этим безобразием. Истории про чай мне уже не интересны, хочу твою историю;1
М;Среднестатистическая мерзость;20;[id152100353|Денис], аххахах пиздец ты еблан;1
М;Среднестатистическая мерзость;11;[id152100353|Денис], я описываю опыт мамашки твоей, как ее выебали жёстко;1
М;Среднестатистическая мерзость;0;[id733609523|Влад], моя девушка в подворотне? Че за кринж? Если твоя девка лазает в подворотне советую к ней получше присмотреться. Странные у тебя девушки;1
М;Среднестатистическая мерзость;7;[id152100353|Денис], ты стрелки только и умеешь переводить? Удачи 5 класс закончить, генератор кринжа;1
М;Среднестатистическая мерзость;7;[id152100353|Денис], я же говорю, выдуманная девушка Реальной у тебя никогда не будет;1
Ж;Среднестатистическая мерзость;6;[id152100353|Денис], ну так и закрой ебальник, девушки, которых на улице ловят/присиают тоже сами виноваты? Про детей я вообще молчу;4
М;Среднестатистическая мерзость;0;[id493931806|Варя], где там у вас все время кого то ловят? В какой дыре вы живёте?;1
М;Среднестатистическая мерзость;0;[id733609523|Влад], я просто не понимаю че пришёл и поддакиваешь? пострадавший?;1
М;Среднестатистическая мерзость;4;[id152100353|Денис], поддакиваю? Чувак, ты несёшь хуйню;1
М;Среднестатистическая мерзость;0;[id733609523|Влад], это важно??? Ладно бабы у них свои закидоны но ты то? Тебе видимо заняться вообще не чем раз сидишь тут и разглагольствуешь. Мне по@уй на твоё мнение и точно так же тебе должно быть пох@й на моё но ты не можешь пройти мимо. Так в ком проблема что ты с пол пинка заводишься. Тебе достаточно комента чтобы ты начал верещать вместо того что бы не заморачиваться кто тут что несёт в этой помойке под названием интернет;1
М;Среднестатистическая мерзость;3;[id152100353|Денис], ты не прав. В один день тебя седлает твоя девушка, которую ты любишь. Тебе нравится секс с ней, даже если она не умелая. Тебе в кайф заниматься любовью с тем, кого ты любишь. В другой день тебя зовёт соседка помочь починить кран, оглушает табуреткой, приковывает наручниками к кровати и вставляет твой еле стоящий пиструн в свою раздолбанную вагину, ибо ей похер, лишь бы члена дали. Технически, одно и то же. Тебя просто оседлали. Только будем честны, после второго ты, скорее всего, будешь в шоке и как минимум уебешь соседке.;5
Ж;Среднестатистическая мерзость;9;[id152100353|Денис], надеюсь тебя тоже изнасилуют. ну а что, технически ты тоже самое проделываешь со своим мужем каждую ночь;1
М;Среднестатистическая мерзость;15;[id152100353|Денис], ой, сори, инцел детектед. Диалог можно заканчивать. Напиши, когда перестанешь быть неудачником.;1
М;Среднестатистическая мерзость;7;[id152100353|Денис], так если тебе похуй то че ты пишешь сюда тогда еблан;1
М;Среднестатистическая мерзость;7;[id152100353|Денис], лол чел я абсолютно спокойно тебе пояснил почему ты ебанат, а ты визжишь и ведешь себя как инцел-девственник, которого девочки не любят и он пишет какую-то хуйню из-за этого;1
Ж;Среднестатистическая мерзость;2;[id152100353|Денис], в какой дыре? По вашему мнению в Москве такого нет? Начинается все с кис-кис в след, а зпканчивается изнасилованием в парке/дворах и лифтах;4
Ж;Среднестатистическая мерзость;6;[id152100353|Денис], один день тебя страпонит любивая девушка с смазкоц и т.д, а на следующий тебя в лифте трахает мужик, разрывая и нанося как физический, так и моральный вред. Хотя, видимо, по твоим коментариям тебя ток так и делабт;1
М;Среднестатистическая мерзость;0;[id493931806|Варя], бляяя ты такая же е@анутая. Досвиданья;1
М;Среднестатистическая мерзость;0;[id493931806|Варя], на самом деле проблематика вопроса в том, что нельзя его рассматривать лишь с точки зрения техники. Вот и все.  О чем он и сказал. При условном случае изнасилования, если бы жертва радостно отдалась маньяку - вероятность получить травмы при половом акте бы значительно снизилась. Однако, не стоит забывать, что:  а) влияют на это и другие факторы: б) насильник зачастую(как правило) может быть не просто чуваком, которому просто так дама не дала, а потенциальным садистом: в) жертва совершенно не желает данного полового акта.  Никак не отменяю  того, что последующие же его комментарии сами его и закопали. Либо он байтер, либо просто не умеет правильно аргументировать.;5
М;Среднестатистическая мерзость;1;[id152100353|Денис], пример с чаем, я тебе сейчас опишу. Вчера она пила чай, отпивая из кружки. Сегодня ты суешь ей кружкой в лицо, выбивая ей зубы. Кружка разбивается и режет ей губы, щеки, язык,а кипяток выжигает горло. Кровища по всей кухне, слезы, сопли, слюни. Но технически, блять, она тоже попила чайку, уебище.;1,4
М;Среднестатистическая мерзость;0;[id50503326|Артём], ещё один трахнутый анимешник)));1
М;Среднестатистическая мерзость;1;[id158705976|Сергей], ты долбоеб? Даже в вики точнее определение. Расизм повторяюсь для непонятливых, это о том, что расы  имеют свои особенности. Кто то лучше бегает, а кто то быстрее кнопки  нажимает. И что в этом плохого?;1,4
М;Среднестатистическая мерзость;12;"[id209766401|Казимир], на счёт вики, во-первых так себе источник, а во-вторых ты бы хоть дальше прочитал, а именно, все эти ""кто то лучше бегает, а кто то быстрее кнопки нажимает""  использовались рассистами как повод претиснять людей в правах или же вообще устраивать над ними расправы - это и есть плохо. Расизм это не просто про рассовые различия, это про ненависть одних людей к другим.  И если тебе не нравится повесточка пример, то держи определение из советской энциклопедии, она то уж точно источник получше Википедии которыю может редачить любой рандомные чел";5
М;Среднестатистическая мерзость;6;"[id209766401|Казимир], одно ему не нравится, другое ему не нравится, сам то можешь привести пример помимо википидии?  И да, лингвистика - это научный термин, а расизм - политический. Так что придумай пример получше.  А, если вдруг захочешь вспомнить про ""научный расизм"" опрадываясь ""повесточкой"", то помни, что и он имел своей целью доказать наличие ""высших"" и ""низших"" рас(специально для тебя пример из Википедии), так что расизм в любом понимании - это про как минимум пренебрежение одних людей к другим, чего бы ты себе не навыдумывал";5
М;Среднестатистическая мерзость;0;[id158705976|Сергей], каким хуем расизм к политике относится? Чел он настолько же сильно относится к политике как и языковой вопрос. Вот например мы имеем на украине войну и одна из её причин является язык.  Научный расизм не пытался доказать ничего, а лишь изучал различие в рас. И из результатов уже делаются выводы, А не наоборот.;4
М;Среднестатистическая мерзость;1;[id158705976|Сергей], пчёл ты даун? Читать научись, я не говорю, что я с ним согласен но оно хотя бы чуть лучше того, что ты скинул. Чекни источник про то, что это полическая доктрина, источник этого говна это малахов, лол. На англоязычной вики, к слову такого нет.;1
М;Среднестатистическая мерзость;9;"[id209766401|Казимир], только на основе этих ""предрасположенностей"" расисты предлагают разделять людей на социальные классы с разными правами и доступным уровнем благ.  ""Белый умнее - белый думать, черный сильнее - черный работать. Белый думать - белый имеет больше прав. Черный работать - черный раб. Черный - раб, черному не нужно образование, не нужна своя собственность и право голоса."" Примерно так мыслят расисты, которые ""всего-то говорят о том, что расы различаются"". Что плохого в расизме? Хз, спроси у рабов на плантациях? А лучше спроси, блять, у крепостных. Бояре ведь тоже просто считали, что они и крестьяне ""немного отличаются"". Ну и нацисты считали, что они и евреи отличаются. ""Расизм - это точно не плохо"", а тот факт, что черных поработили и не считали за людей - это так, шутка юмора? Что за детский, сука, лепет, иди закончи школу для начала.";5
М;Среднестатистическая мерзость;1;[id346685096|Торшин], так, ты сам же опровергаешь, что расизм как то плохо влияет на людей.. Приводя примеры крепостных.. Да и в рабстве могли быть люди по любым принадлежностям. И к расизму это отношения не имеет. Чёрные рабы на плантациях, были только потому что такие же чёрные продавали своих сородичей в рабство. А так же потому что темнокожие менее развиты. Так же были и краснокожие в рабстве, но они имели иной склад ума и вообще характеристик по этому их как рабов держать было не так выгодно как чёрных. В рабство и подчиненное положение попадает тот кто слабее.  Но я вообще не об этом, хотя ещё раз повторюсь расы существуют, и у каждой есть свои особенности как строения тела так и каких то личностных качеств если брать статистически. Ты с этим  вроде не споришь, да? Ну тогда в чем проблема если мы выяснили, что для того чтобы держать кого то в рабстве и угнетать всячески подойдёт любая причина, будь то раса, размер обуви не знаю музыкальный вкусы, род занятий и прочее..  То есть если мы вспомним, что например раньше могли на улице избить за то что ты например репер ыхых, из этого теперь выходит, что музыкальные жанры это зло? Так как их можно использовать для разделения людей на группы и тем самым угнетать?;5
М;Среднестатистическая мерзость;2;[id209766401|Казимир], только вот беда: расы не различаются по строению тела и личностным качествам. Это не варкрафт, придурок. Органы у них находятся там же, где и у нас, мышцы находятся там же, кости те же, что и у нас. Они отличаются ТЕЛОСЛОЖЕНИЕМ (чуть выше средний рост, больше мышц в среднем) максимум, и то с натяжкой. Речь про разницу строения тела - бредятина. У них 4 руки что-ли? Три ноги? Что за херня? И про какие личностные качества ты говоришь? Пруфы давай.;5
М;Среднестатистическая мерзость;1;[id346685096|Торшин], ну форма черепа это самое очевидное с чем никто не спорит. Кости у негроидов более узкие и тяжёлые, также более длинные конечности. Внутренние органы тоже имеют очень много различий вес, размер, объем. Просто этот вопрос не особо исследуют из за стигматизации.. Так же как и ты любой кто выскажется о существовании рас и их различиях будет отменен. Не сколько лет назад какой то биолог нобелевский лауреат, что ты пытался об это говорить был лишён всего)). А все почему? Потому что такие же недалёкие как ты говорят да рас не существует и различий нет, хотя просто никто всерьёз этим вопросом не занимался. Ну а твой тейк типа четыре руки? Ну окей у кенгуру тоже есть руки и ноги так что мы теперь одного вида? А остальное это все незначительно)). Про качества, ну для этого достаточно смотреть различные статистики... И я не только про совершаемые преступления. Если бы проводились серьёзные исследования на предпочтения определённых рас, то об этом можно было бы сказать намного больше. Но опять же из за повесточки, любые подобные начинания клеймятся ужасными и антивеловечными.;5
М;Среднестатистическая мерзость;1;[id346685096|Торшин], конечно могу.. Давай сначала попробуем по простому.. Открой банально топ лучших бегунов))? И например плавцов.. Хочешь сказать это случайно, так получается, что все рекорды по бегу  поставлены темнокожими, а в плавание они не могут? ??;4
М;Среднестатистическая мерзость;0;"[id346685096|Торшин], я тебе объяснил почему нет конкретных научных исследований вроде бы? Потому что такие же дауны как и ты говорят ""это расизм и это плохо, не занимайтесь этим."". Но конечно я могу найти тебе парочку десятков учёных которые, что то исследовали. Но их исследования были названы нацистскими античеловечными и антинаучными хыхы. Так что лучше не буду.   Так, объясни почему чёрные хорошо бегают? Но не могут плавать и поднимать тяжести? Если не существует никаких различий в строении тела, кроме совсем незначительных..";1,4
Ж;Среднестатистическая мерзость;0;[id158705976|Сергей],  >Расизм это про ненависть одних людей к другим  Ты внатуре долбоеб что ли? Ну если нету ненависти, то не расизм, поняли;1
Ж;Среднестатистическая мерзость;0;[id346685096|Торшин], ты долбоеб? Ты просто приписываешь людям позицию.  Черных поработили..и что? Че высрать хотел?;1
М;Среднестатистическая мерзость;6;[id544018233|Игорь], бро, я смотрю на твою аву и даже не собираюсь вступать с тобой в дискуссию. Можешь поплакать.;1
Ж;Среднестатистическая мерзость;0;[id346685096|Торшин], аргументов за что? За то что расы различаются? Ты долбоёб?;1
Ж;Среднестатистическая мерзость;0;[id158705976|Сергей], походу ты действительно тупой. Да, идиот, у совочка была целая линия в повесточке про интернационал, дружбу народов и равенство всех пролетариев. Российские словари так-то особо не парятся и перепечатывают +- то же, просто потому что им похуй (не осуждаю)  Единственный сер в штаны это твой тут. Ты сначала называешь человека расистом по рандомному признаку, а потом пытаешься ему приписать определение, которое со сказанным человеком вообще не соотносится.  С высшим образованием в области расизма? Ору. Апелляция к авторитету не аргумент, долбоеб. А от того, что у человека есть ВО у него не пропадают этические или политические взгляды.  Кроме того, тут как-то не видно, кто именно автор определения. Сомневаюсь, что автор словаря какой-то потомственный расолог.  Ну и самое главное, долбоеб: определения это не истина и даже не аргумент. Определения плавают в зависимости от человека и от дискуссии. Потому на дебатах дефиниции принято проговаривать.   Таким образом, по твоему определению с картинки получается, что если человек считает черных полными интеллектуальными дегенератами, но не считает, что белые призваны к господству, то он и не расист вовсе.;1,5
